Date,Time,Location,Airline/Op,Aboard,Fatalities,Summary
1978,18, Illinois,Aviation Charter - Air Taxi,2,2,"Crashed into electrical tower while in landing approach, 1 mile short of the runway. Previous damage caused the aileron surface attachments to separate in flight."
1978,20, Pennsylvania,Henry Webber Air - Air Taxi,2,2,Crashed after engine failure on climb to cruise. Fuel starvation. Ice in fuel. Improper emergency procedures.
1978,13, Colombia,SADELCA,14,14,"Struck a 7,000 ft. mountain in fog."
1978,, Brazil,TABA,14,2,Crashed during takeoff.
1978,11, Uruguay,Military - Uruguayan Air Force,44,44,The passenger flight attempted to make an emergency landing at Artigas Airport when it had taken off from.  An engine failure was followed by a wide banking turn and crash to the ground bursting into flames.
1978,16, Washington,Columbia PacifiAirlines,17,17,The aircraft crashed shortly after taking off from Richland after climbing to 400 feet and stalling. Crew error.  The failure and inability of the flightcrew to prevent rapid pitchup and stall by exerting sufficient push force on the control wheel. The pitchup was caused by the combination of a mistrimmed horizontal stabilizer and a center of gravity near the aircraft's aft limit. The mistrimmed condition resulted from discrepancies in the aircraft's trim system and the flightcrew's preoccupation with making a timely departure. The out-of-trim warning system was inoperative.
1978,12,Cranbrook,PacifiWestern Airlines,49,42,"The aircraft touched down just as the crew noticed a snow plow on the runway. A go-around was initiated but the thrust reverses did not stow away properly because hydraulipower was automatically cut off at lift-off.  The aircraft missed the plow, overran the runway, crashed and burned. Estimated time of arrival given by Calgary ATC in error. Crew did not report over its final approach beacon."
1978,4, Nevada,Chartair - Air Taxi,4,4,Crashed into obscured mountain while en route. Continued VFR flight into adverse weather conditions. Radar showed aircraft circling over mountain tops for over 12 minutes.
1978,13, Alaska,Yute Air Alaska - Air Taxi,3,3,The pilot suffered spatial disorientation and crashed in rain and low ceiling while en route. Continued VFR flight into adverse weather conditions.
1978,10, California,Security Air,7,7,Continued VFR flight into adverse weather conditions.
1978,9,LAX,Continental Airlines,200,2,"While approaching V1 speed on takeoff, a loud bang was heard followed by shaking of the aircraft. The crew decided to abort the takeoff. With the end of the runway approaching, the captain steered the aircraft off the runway to the right. The landing gear failed and resulted in a fire. The plane slid for approximately 650 feet and came to rest 40 feet right of the runway centerline. Several passengers not heeding the warnings of the stewardess exited onto the wing and fell into the fire. Failure of two tires on the left main landing gear resulting in failure of a third tire during a critical point in the takeoff. This was to be pilot Gene Hershe's last flight before retiring."
1978,16, Guam,Island Air,6,2,Crashed after experiencing engine failure on takeoff climbout.
1978,12, Nigeria,Nigeria Airways,18,18,Midair collision. The Fokker collided with the MiG which was performing touch-and-go landings. Error by the MiG pilot. Sixteen killed on the Fokker and two on the MiG.
1978,, Venezuela,LAV - Linea Aeropostal Venezolana,47,47,The aircraft crashed into the ocean shortly after takeoff due to problems with the artificial horizon. The pilot radioed he was having an instrument failure. The plane the banked to the left and crashed into the sea.
1978,20, Mississippi,Hesler Noble - Air Taxi,2,2,Crashed on final approach in rain and low ceiling. Improper IFR operation. Pilot attempted operation beyond experience and ability level. Pilot failed instrument check 4 days before accident.
1978,4, Michigan,Wyman Pilot Service - Air Taxi,2,2,Crashed on final approach after flying through areas of turbulence and thunderstorms.
1978,, Bulgaria,Balkan Bulgarian Airlines,73,73,Crashed shortly after takeoff. An undetermined emergency of some kind occurred during the climb after takeoff resulting in loss of control of the aircraft.
1978,20, California,Lake Havasu Air,6,6,Crashed into a mountain in fog.  Continued VFR flight into adverse weather conditions.
1978,6, Burma,Burma Airways,48,48,"After an explosion, the aircraft went spinning into the ground and crashed into a field."
1978,9,Volta Redonda,Aero Clube de Volta Redonda,4,4,"The plane lost engine rotation after takeoff  and the pilot  attempted to return to the airport for an emergency landing. Due to the low altitude, the plane stalled and crashed in Paraiba River, one-half mile from the  runway.  Mechanical failure."
1978,23, Texas,Air Logistics,6,3,The helicopter was attempting to land on an oil drilling platform. The co-pilot suffered spatial disorientation and stalled helicopter and crashed.
1978,16, Virgin Islands,Antilles Air,9,2,Made a forced landing in water. Fuel starvation. Inattentiveness to fuel supply. Fuel selector positioned between tanks.
1978,, Russia,Korean Airlines,109,2,"The aircraft, which deviated off course, suffered rapid decompression after being fired upon by a Russian fighter. The aircraft made an emergency landing on a frozen lake."
1978,21, Indiana,Air Taxi,9,9,Lost control and crashed after the pilot entered a known area of severe turbulence and thunderstorms.
1978,, West Samoa,South PacifiIsland Airways,10,10,The pilot took a shortcut over the mountainous center of Upolu instead of flying along the coast as per company procedure.
1978,, Colombia,LAC Colombia,12,8,Crashed on farmland six miles outside of Bogota shortly after taking off.
1978,21, Florida,National Airlines,58,3,"The aircraft crashed while attempting a non-precision instrument approach to Pensacola and landed in 12 feet of water, 3 nm short of the runway. Failure of the crew to monitor altitude and descent rate and the failure of the 1st officer to provide the captain with the required altitude and approach performance call-outs. Also the flight engineer disabled the GPWS alarm so the crew could hear one another better. In addition, the night flight had been diverted from its primary airport due to poor weather and was required to execute a compressed approach (descending and approaching more quickly and steeply than normal), and the crucial altimeter readout was an old drum-roll-counter type (due to be replaced), which could easily be misread, especially in  heavy workload situations. Three fatalities occurred when the frightened passengers grabbed their seat cushions and exited the plane from the rear. They drowned in part because their seat cushions were not flotation cushions. The airplane was not required to have floatation cushions because it was not flying over water."
1978,, Japan,Military - Japan Maritime Self Defense Force,13,13,Crashed in mountains.
1978,, Russia,Aeroflot,134,4,The flight engineer accidentally shut off the automatitransferring of fuel from the sump tank. Eventually all three engines stopped and the plane crashed. Fuel starvation.
1978,, Newfoundland,Gander Aviation,10,10,Crashed in heavy fog while attempting to take off.
1978,8, Canada,Air Canada,107,2,"The aircraft overran the runway and crashed into a revine after an aborted takeoff due to a blown tire. The No. 3 tire failed on takeoff and debris damaged the right gear 'down and locked' switch, causing a gear unsafe indication in the cockpit. Debris was also ingested by the No. 2 engine causing a loss of reverse thrust during the rejected takeoff."
1978,, Norway,Helikopter Service,18,18,The helicopter crashed 87 miles northwest of Bergen on a ferry run to an oil drillilng platform.
1978,, Kenya,Amphibians,11,5,While en route the pilot decided to fly at a lower altitiude to avoid weather but crashed into a hill. Flying VFR in IFR conditions.
1978,, Bolivia,Aeropeca,18,18,"The aircraft, flying VFR, collided with a mountain in deteriorating weather condtions after being blown off course which went unnoticed because of lacking navigational equipment."
1978,, Alaska,Webber Air - Air Taxi,12,12,Crashed en route. All twelve bodies recovered.
1978,23, New Mexico,Air Taxi,6,6,Pilot misjudged altitude and clearance and crashed while descending to land. Alcoholiimpairment of pilot.
1978,, Burma,Burma Airways,14,14,Crashed shortly after taking off.
1978,7, Nevada,Las Vegas Airlines,10,10,"Crashed on takeoff. Down elevator control stop backed out, limiting down elevator travel to 1 1/2 degrees of normal 20 degrees."
1978,10,AtlantiOcean,Antillies Air - Air Taxi,11,4,The aircraft made a force landing in the water while en route. Overloaded. Allowed to take off with too much weight. Improper emergency procedures.
1978,,Coal Harbour,AirWest Airlines,13,11,"While on approach, the aircraft yawed to the left and plunged into the ocean in a left-wing and nose-down attitude and sank. In-flight failure of the left-hand inboard flap control rod that led to a sudden retraction of the complete left-hand flap system and sudden loss of control."
1978,, Guinea,Air Guinee,17,15,
1978,17, Rhodesia (Zimbabwe),Air Rhodesia,56,38,"The aircraft took off from  from Kariba Airport at 17.10.  Shortly after departing Kariba, the starboard wing was hit by a SAM-7 missile.  The crew tried to make an emergency landing in a large clearing in the bush. The aircraft crash landed, striking an irrigation ditch, cart-wheeled, broke up and caught fire.  Soldiers from the Joshua Nkomo's Zimbabwe Peoples Revolution Army, who were responsible for shooting down the airliner, later killed 10 of the 18 survivors. The remaining survivors were rescued the next day."
1978,18, Illinois,Air Taxi,6,6,The plane crashed while taking off after engine failure. Connecting rod bolt or nut failure for reasons unknown.
1978,, Mexico,Lineas Areas del Centro,21,18,Flew into a mountain.
1978,14, Alaska,Temesco Helicopter - Air Taxi,3,3,The helicopter experienced rotor failure. Undersized threads on anti-node bar.
1978,11, AK,Alaska Travel,6,6,The float plane flew into a blind canyon and crashed into water. Continued VFR flight into adverse weather conditions.
